FinalID,MaxTol,SAFIT1,SAFIT2,Class,Order,FunctionalFeedingGroup,subfamily,CustomSTE
Mystacides alafimbriata,4,Mystacides,Mystacides alafimbriata,Insecta,Trichoptera,OM,,Mystacides
Mystacides interjecta,4,Mystacides,Mystacides interjecta,Insecta,Trichoptera,OM,,Mystacides
Mystacides sepulchralis,4,Mystacides,Mystacides sepulchralis,Insecta,Trichoptera,OM,,Mystacides
Mytilidae,NA,Mytilidae,Mytilidae,Bivalvia,Mytiloida,CF,,Mytilidae
Mytilopsis,NA,Mytilopsis,Mytilopsis,Bivalvia,Veneroida,CF,,Mytilopsis
Mytilopsis leucophaeata,NA,Mytilopsis,Mytilopsis leucophaeata,Bivalvia,Veneroida,CF,,Mytilopsis
Myxosargus,8,Myxosargus,Myxosargus,Insecta,Diptera,CG,,Myxosargus
Myzobdella,NA,Myzobdella,Myzobdella,Hirudinea,Rhynchobdellida,P,,Myzobdella
Myzobdella lugubris,NA,Myzobdella,Myzobdella,Hirudinea,Rhynchobdellida,P,,Myzobdella
Naididae,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais barbata,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais behningi,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais communis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais communis/ variabilis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais elinguis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais pardalis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais pseudobtusa,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Nais variabilis,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Namamyia,0,Namamyia,Namamyia,Insecta,Trichoptera,SH,,Namamyia
Namamyia plutonis,0,Namamyia plutonis,Namamyia plutonis,Insecta,Trichoptera,SH,,Namamyia plutonis
Nanocladius,3,Chironomidae,Nanocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Nanocladius anderseni,3,Chironomidae,Nanocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Nanocladius distinctus,3,Chironomidae,Nanocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Nanonemoura,2,Nanonemoura,Nanonemoura,Insecta,Plecoptera,SH,,Nanonemoura
Nanonemoura wahkeena,2,Nanonemoura wahkeena,Nanonemoura wahkeena,Insecta,Plecoptera,SH,,Nanonemoura wahkeena
Narpus,4,Narpus,Narpus,Insecta,Coleoptera,CG,,Narpus
Narpus angustus,4,Narpus,Narpus,Insecta,Coleoptera,CG,,Narpus
Narpus arizonicus,4,Narpus,Narpus,Insecta,Coleoptera,CG,,Narpus
Narpus concolor,4,Narpus,Narpus,Insecta,Coleoptera,CG,,Narpus
Natarsia,8,Chironomidae,Natarsia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Natarsia miripes,8,Chironomidae,Natarsia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Naucoridae,5,Naucoridae,Naucoridae,Insecta,Hemiptera,P,,Naucoridae
Nautarachna,5,Nautarachna,Nautarachna,Arachnida,Trombidiformes,P,,Nautarachna
Neanthes,NA,Neanthes,Neanthes,Polychaeta,Aciculata,CF,,Neanthes
Neanthes limnicola,NA,Neanthes,Neanthes limnicola,Polychaeta,Aciculata,CF,,Neanthes
Nebrioporus,5,Nebrioporus,Nebrioporus,Insecta,Coleoptera,P,Hydroporinae,Nebrioporus
Nebrioporus macronychus,5,Nebrioporus,Nebrioporus,Insecta,Coleoptera,P,Hydroporinae,Nebrioporus
Nectopsyche,3,Nectopsyche,Nectopsyche,Insecta,Trichoptera,OM,,Nectopsyche
Nectopsyche dorsalis,3,Nectopsyche,Nectopsyche dorsalis,Insecta,Trichoptera,OM,,Nectopsyche
Nectopsyche gracilis,3,Nectopsyche,Nectopsyche gracilis,Insecta,Trichoptera,OM,,Nectopsyche
Nectopsyche lahontanensis,3,Nectopsyche,Nectopsyche lahontanensis,Insecta,Trichoptera,SC,,Nectopsyche
Nectopsyche minuta,3,Nectopsyche,Nectopsyche minuta,Insecta,Trichoptera,OM,,Nectopsyche
Nectopsyche stigmatica,3,Nectopsyche,Nectopsyche stigmatica,Insecta,Trichoptera,SC,,Nectopsyche
Nehalennia,9,Nehalennia,Nehalennia,Insecta,Odonata,P,,Nehalennia
Nehalennia irene,9,Nehalennia irene,Nehalennia irene,Insecta,Odonata,P,,Nehalennia irene
Nematoda,5,Nematoda,Nematoda,,,P,,Nematoda
Nematomorpha,10,Nematomorpha,Nematomorpha,,,PA,,Nematomorpha
Nemotaulius,3,Nemotaulius,Nemotaulius,Insecta,Trichoptera,SH,,Nemotaulius
Nemotaulius hostilis,3,Nemotaulius hostilis,Nemotaulius hostilis,Insecta,Trichoptera,SH,,Nemotaulius hostilis
Nemotelus,8,Nemotelus,Nemotelus,Insecta,Diptera,CG,,Nemotelus
Nemoura,1,Nemoura,Nemoura,Insecta,Plecoptera,SH,,Nemoura
Nemoura spiniloba,1,Nemoura spiniloba,Nemoura spiniloba,Insecta,Plecoptera,SH,,Nemoura spiniloba
Nemouridae,2,Nemouridae,Nemouridae,Insecta,Plecoptera,SH,,Nemouridae
Neoatractides,5,Neoatractides,Neoatractides,Arachnida,Trombidiformes,P,,Neoatractides
Neochoroterpes,2,Neochoroterpes,Neochoroterpes,Insecta,Ephemeroptera,CG,,Neochoroterpes
Neochoroterpes kossi,2,Neochoroterpes kossi,Neochoroterpes kossi,Insecta,Ephemeroptera,CG,,Neochoroterpes kossi
Neochthebius,5,Neochthebius,Neochthebius,Insecta,Coleoptera,SC,,Neochthebius
Neochthebius,5,Neochthebius,Neochthebius,Insecta,Coleoptera,P,,Neochthebius
Neochthebius vandykei,5,Neochthebius vandykei,Neochthebius vandykei,Insecta,Coleoptera,SC,,Neochthebius vandykei
Neochthebius vandykei,5,Neochthebius vandykei,Neochthebius vandykei,Insecta,Coleoptera,P,,Neochthebius vandykei
Neoclypeodytes,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes amybethae,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes challeti,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes cinctellus,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes fryii,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes haroldi,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes leachi,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes ornatellus,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes pictodes,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes plicipennis,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes quadripustulatus,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neoclypeodytes roughleyi,5,Neoclypeodytes,Neoclypeodytes,Insecta,Coleoptera,P,Hydroporinae,Neoclypeodytes
Neocorixa,8,Neocorixa,Neocorixa,Insecta,Hemiptera,P,,Neocorixa
Neocorixa snowi,8,Neocorixa,Neocorixa,Insecta,Hemiptera,P,,Neocorixa
Neocylloepus,4,Neocylloepus,Neocylloepus,Insecta,Coleoptera,CG,,Neocylloepus
Neoelmis,4,Neoelmis,Neoelmis,Insecta,Coleoptera,CG,,Neoelmis
Neohermes,0,Neohermes,Neohermes,Insecta,Megaloptera,P,,Neohermes
Neohermes californicus,0,Neohermes,Neohermes,Insecta,Megaloptera,P,,Neohermes
Neohermes filicornis,0,Neohermes,Neohermes,Insecta,Megaloptera,P,,Neohermes
Neolimnochares,5,Neolimnochares,Neolimnochares,Arachnida,Trombidiformes,P,,Neolimnochares
Neomamersa,5,Neomamersa,Neomamersa,Arachnida,Trombidiformes,P,,Neomamersa
Neomideopsis,NA,Neomideopsis,Neomideopsis,Arachnida,Trombidiformes,P,,Neomideopsis
Neomideopsis siuslawensis,NA,Neomideopsis,Neomideopsis,Arachnida,Trombidiformes,P,,Neomideopsis
Neomysis,NA,Neomysis,Neomysis,Malacostraca,Mysida,CF,,Neomysis
Neomysis mercedis,NA,Neomysis,Neomysis,Malacostraca,Mysida,CF,,Neomysis
Neophylax,3,Neophylax,Neophylax,Insecta,Trichoptera,SC,,Neophylax
Neophylax occidentis,1,Neophylax,Neophylax occidentalis,Insecta,Trichoptera,SC,,Neophylax
Neophylax rickeri,3,Neophylax,Neophylax rickeri,Insecta,Trichoptera,SC,,Neophylax
Neophylax smithi,3,Neophylax,Neophylax smithi,Insecta,Trichoptera,SC,,Neophylax
Neophylax splendens,2,Neophylax,Neophylax splendens,Insecta,Trichoptera,SC,,Neophylax
Neoplasta,6,Neoplasta,Neoplasta,Insecta,Diptera,P,,Neoplasta
Neoplea,NA,Neoplea,Neoplea,Insecta,Hemiptera,P,,Neoplea
Neoplea striola,NA,Neoplea striola,Neoplea striola,Insecta,Hemiptera,P,,Neoplea striola
Neoporus,5,Neoporus,Neoporus,Insecta,Coleoptera,P,Hydroporinae,Neoporus
Neoporus dimidiatus,5,Neoporus,Neoporus,Insecta,Coleoptera,P,Hydroporinae,Neoporus
Neoporus undulatus,5,Neoporus,Neoporus,Insecta,Coleoptera,P,Hydroporinae,Neoporus
Neothremma,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neothremma alicia,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neothremma andersoni,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neothremma didactyla,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neothremma genella,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neothremma siskiyou,0,Neothremma,Neothremma,Insecta,Trichoptera,SC,,Neothremma
Neotrichia,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia blinni,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia canixa group,4,Neotrichia canixa group,Neotrichia canixa group,Insecta,Trichoptera,SC,,Neotrichia canixa group
Neotrichia halia,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia okapa,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia olorino,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia osmena,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia sandyae,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotrichia sonoroa,4,Neotrichia,Neotrichia,Insecta,Trichoptera,SC,,Neotrichia
Neotyrrellia,5,Neotyrrellia,Neotyrrellia,Arachnida,Trombidiformes,P,,Neotyrrellia
Nephelopsis,NA,Nephelopsis,Nephelopsis,Hirudinea,Arhynchobdellida,P,,Nephelopsis
Nephelopsis obscura,NA,Nephelopsis obscura,Nephelopsis obscura,Hirudinea,Arhynchobdellida,P,,Nephelopsis obscura
Nepidae,NA,Nepidae,Nepidae,Insecta,Hemiptera,P,,Nepidae
Nepticulidae,5,Nepticulidae,Nepticulidae,Insecta,Lepidoptera,SH,,Nepticulidae
Nereis,NA,Nereis,Nereis,Polychaeta,Aciculata,CG,,Nereis
Nereis limnicola,NA,Nereis,Nereis limnicola,Polychaeta,Aciculata,CG,,Nereis
Nereis succinea,NA,Nereis,Nereis succinea,Polychaeta,Aciculata,CG,,Nereis
Neritina,NA,Neritina,Neritina,Gastropoda,Neritinacea,SC,,Neritina
Neritinacea,NA,Neritinacea,Neritinacea,Gastropoda,Neritinacea,SC,,Neritinacea
Nerophilus,0,Nerophilus,Nerophilus,Insecta,Trichoptera,SH,,Nerophilus
Nerophilus californicus,0,Nerophilus californicus,Nerophilus californicus,Insecta,Trichoptera,SH,,Nerophilus californicus
Nerthra,NA,Nerthra,Nerthra,Insecta,Hemiptera,P,,Nerthra
Nerthra manni,NA,Nerthra,Nerthra,Insecta,Hemiptera,P,,Nerthra
Nerthra martini,NA,Nerthra,Nerthra,Insecta,Hemiptera,P,,Nerthra
Nerthra mexicana,NA,Nerthra,Nerthra,Insecta,Hemiptera,P,,Nerthra
Neumania,5,Neumania,Neumania,Arachnida,Trombidiformes,P,,Neumania
Nilobezzia,6,Nilobezzia,Nilobezzia,Insecta,Diptera,P,Ceratopogoninae,Nilobezzia
Nilotanypus,6,Chironomidae,Nilotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Nilotanypus fimbriatus,6,Chironomidae,Nilotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Nilothauma,6,Chironomidae,Nilothauma,Insecta,Diptera,CG,Chironominae,Chironominae
Nilothauma babiyi,6,Chironomidae,Nilothauma,Insecta,Diptera,CG,Chironominae,Chironominae
Nilothauma mirabile,6,Chironomidae,Nilothauma,Insecta,Diptera,CG,Chironominae,Chironominae
Nixe,2,Nixe,Nixe,Insecta,Ephemeroptera,SC,,Nixe
Nixe kennedyi,2,Nixe kennedyi,Nixe kennedyi,Insecta,Ephemeroptera,SC,,Nixe kennedyi
Noteridae,NA,Noteridae,Noteridae,Insecta,Coleoptera,P,,Noteridae
Nothotrichia,4,Nothotrichia,Nothotrichia,Insecta,Trichoptera,PH,,Nothotrichia
Nothotrichia shasta,4,Nothotrichia shasta,Nothotrichia shasta,Insecta,Trichoptera,PH,,Nothotrichia shasta
Notiphila,6,Notiphila,Notiphila,Insecta,Diptera,CG,,Notiphila
Notonecta,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta hoffmani,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta indica,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta irrorata,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta kirbyi,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta lobata,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta repanda,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta shooterii,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta spinosa,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta undulata,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonecta unifasciata,10,Notonecta,Notonecta,Insecta,Hemiptera,P,,Notonecta
Notonectidae,NA,Notonectidae,Notonectidae,Insecta,Hemiptera,P,,Notonectidae
Nyctiophylax,6,Nyctiophylax,Nyctiophylax,Insecta,Trichoptera,P,,Nyctiophylax
Nyctiophylax moestus,6,Nyctiophylax moestus,Nyctiophylax moestus,Insecta,Trichoptera,P,,Nyctiophylax moestus
Ochlerotatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus aboriginis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus aloponotum,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus bicristatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus burgeri,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus campestris,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus cataphylla,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus clivis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus communis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus deserticola,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus dorsalis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus epactius,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus excrucians,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus fitchii,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus flavescens,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus hendersoni,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus hexodontus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus impiger,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus implicatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus increpitus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus intrudens,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus japonicus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus melanimon,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus monticola,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus muelleri,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus nevadensis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus nigromaculatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus niphadopsis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus papago,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus provocans,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus pullatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus purpureipes,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus schizopinax,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus sierrensis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus sollicitans,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus squamiger,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus sticticus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus taeniorhynchus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus tahoensis,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus thelcter,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus trivittatus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus varipalpus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus ventrovittus,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochlerotatus washinoi,8,Ochlerotatus,Ochlerotatus,Insecta,Diptera,CF,,Ochlerotatus
Ochrotrichia,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia alexanderi,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia alsea,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia argentea,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia arizonica,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia buccata,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia burdicki,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia dactylophora,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia hadria,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia honeyi,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia ildria,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia logana,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia lometa,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia lucia,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia mono,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia nacora,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia okanoganensis,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia oregona,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia phenosa,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia quadrispina,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia rothi,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia salaris,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia spinulata,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia stylata,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia tarsalis,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia tenuata,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia trapoiza,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochrotrichia vertreesi,4,Ochrotrichia,Ochrotrichia,Insecta,Trichoptera,PH,,Ochrotrichia
Ochteridae,NA,Ochteridae,Ochteridae,Insecta,Hemiptera,P,,Ochteridae
Ochterus,NA,Ochterus,Ochterus,Insecta,Hemiptera,P,,Ochterus
Ochterus barberi,NA,Ochterus barberi,Ochterus barberi,Insecta,Hemiptera,P,,Ochterus barberi
Ochterus perbosci,NA,Ochterus,Ochterus,Insecta,Hemiptera,P,,Ochterus
Ochterus rotundus,NA,Ochterus,Ochterus,Insecta,Hemiptera,P,,Ochterus
Ochthebius,5,Ochthebius,Ochthebius,Insecta,Coleoptera,P,,Ochthebius
Ochthebius,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius apache,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius arenicolus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius arizonicus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius aztecus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius biinicisus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius bisinuatus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius borealis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius brevipennis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius californicus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius costipennis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius crassalus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius crenatus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius cribricollis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius discretus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius discretus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,P,,Ochthebius
Ochthebius gruwelli,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius interruptus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius leechi,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius lineatus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius madrensis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius marinus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius martini,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius mimicus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius orbus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius pacificus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius puncticollis,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius recticulus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius rectus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius rectusalus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius richmondi,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius sculptoides,5,Ochthebius,Ochthebius,Insecta,Coleoptera,SC,,Ochthebius
Ochthebius sculptus,5,Ochthebius,Ochthebius,Insecta,Coleoptera,P,,Ochthebius
